"scaffold" "start" "end" "sites" "zero_four_ratio_Med" "zero_four_ratio_Afr"
"1612" "chr28" 1500001 1600000 7391 0.0280172413793103 0.0289079229122056
"1814" "chr28" 1700001 1800000 4615 0.0549597855227882 0.0537383177570093
"2011" "chr28" 1900001 2000000 6380 0.0467091295116773 0.0446521287642783
"236" "chr28" 2200001 2300000 6889 0.0549682875264271 0.0526881720430108
"2512" "chr28" 2400001 2500000 4886 0.0481622306717364 0.049338146811071
"299" "chr28" 2800001 2900000 6115 0.103053435114504 0.108641975308642
"306" "chr28" 2900001 3000000 8276 0.0526905829596413 0.0556818181818182
"3110" "chr28" 3000001 3100000 6547 0.0297029702970297 0.0348432055749129
"3214" "chr28" 3100001 3200000 6714 0.0676056338028169 0.0744274809160305
"3314" "chr28" 3200001 3300000 4935 0.17037037037037 0.180838323353293
"3412" "chr28" 3300001 3400000 5551 0.0358974358974359 0.037037037037037
"3510" "chr28" 3400001 3500000 9328 0.0285171102661597 0.0284926470588235
"3613" "chr28" 3500001 3600000 8246 0.0475624256837099 0.0465657741559953
"5413" "chr28" 5300001 5400000 4925 0.0420918367346939 0.0379901960784314
"5514" "chr28" 5400001 5500000 14310 0.273333333333333 0.217948717948718
"5612" "chr28" 5500001 5600000 7856 0.242784380305603 0.217247097844113
"5812" "chr28" 5700001 5800000 7707 0.03743961352657 0.0412249705535925
"6113" "chr28" 6000001 6100000 10074 0.0895008605851979 0.078740157480315
"6213" "chr28" 6100001 6200000 9549 0.129337539432177 0.13075780089153
"230" "chr29" 100001 200000 5349 0.259615384615385 0.26036866359447
"350" "chr29" 200001 300000 5829 0.0686406460296097 0.07095046854083
"436" "chr29" 300001 400000 7426 0.0890243902439024 0.091118800461361
"550" "chr29" 400001 500000 5689 0.0399484536082474 0.0353982300884956
"670" "chr29" 500001 600000 6696 0.10935441370224 0.106117353308365
"750" "chr29" 600001 700000 7019 0.103694874851013 0.106487148102815
"839" "chr29" 700001 800000 11304 0.0338983050847458 0.0309072781655035
"938" "chr29" 800001 900000 4616 0.0802139037433155 0.085978835978836
"1040" "chr29" 900001 1000000 5126 0.0646258503401361 0.0619902120717781
"1119" "chr29" 1000001 1100000 7268 0.032258064516129 0.0290635091496233
"1413" "chr29" 1300001 1400000 7058 0.0563106796116505 0.0616822429906542
"1510" "chr29" 1400001 1500000 8109 0.0613266583229036 0.0664251207729469
"1714" "chr29" 1600001 1700000 7015 0.0870561282932417 0.0915104740904079
"1815" "chr29" 1700001 1800000 6174 0.128888888888889 0.118473895582329
"1913" "chr29" 1800001 1900000 6105 0.354166666666667 0.403669724770642
"2012" "chr29" 1900001 2000000 4495 0.0170731707317073 0.0168350168350168
"2111" "chr29" 2000001 2100000 4834 0.183206106870229 0.2
"2513" "chr29" 2400001 2500000 13023 0.666666666666667 0.5
"867" "chr29" 8500001 8600000 5779 0.0792227204783259 0.0862068965517241
"879" "chr29" 8600001 8700000 6934 0.0970873786407767 0.101694915254237
"8812" "chr29" 8700001 8800000 7712 0.108626198083067 0.118210862619808
"8910" "chr29" 8800001 8900000 10650 0.0609896432681243 0.060702875399361
"9011" "chr29" 8900001 9000000 15942 0.065410199556541 0.0599369085173502
"9114" "chr29" 9000001 9100000 18377 0.0489130434782609 0.04625
"9210" "chr29" 9100001 9200000 7987 0.0223266745005875 0.0253456221198157
"945" "chr29" 9300001 9400000 5254 0.0372208436724566 0.0395408163265306
"9510" "chr29" 9400001 9500000 6151 0.0261096605744125 0.023841059602649
"979" "chr29" 9600001 9700000 4334 0.0203592814371257 0.0248520710059172
"9913" "chr29" 9800001 9900000 7452 0.0593325092707046 0.0632603406326034
"10112" "chr29" 10000001 10100000 6547 0.202020202020202 0.211981566820276
"1044" "chr29" 10300001 10400000 11090 0.0645879732739421 0.0574468085106383
"237" "chr30" 100001 200000 7145 0.12638036809816 0.128174123337364
"360" "chr30" 200001 300000 8947 0.0299145299145299 0.0326659641728135
"560" "chr30" 400001 500000 7734 0.0212373037857802 0.0225428313796213
"939" "chr30" 800001 900000 5564 0.0625 0.0433497536945813
"1218" "chr30" 1100001 1200000 5713 0.10142954390742 0.0995405819295559
"1414" "chr30" 1300001 1400000 7723 0.12152034261242 0.0769230769230769
"1511" "chr30" 1400001 1500000 4905 0.0864978902953587 0.074788902291918
"1715" "chr30" 1600001 1700000 5464 0.0113350125944584 0.0257558790593505
"1914" "chr30" 1800001 1900000 7611 0.104700854700855 0.103969754253308
"2013" "chr30" 1900001 2000000 6917 0.125 0.121527777777778
"3614" "chr30" 3500001 3600000 5262 0.124472573839662 0.112526539278132
"3711" "chr30" 3600001 3700000 5597 0.0586734693877551 0.0559523809523809
"3814" "chr30" 3700001 3800000 5406 0.025 0.0246609124537608
"397" "chr30" 3800001 3900000 5553 0.0405092592592593 0.0424581005586592
"4211" "chr30" 4100001 4200000 6638 0.0512820512820513 0.05456570155902
"437" "chr30" 4200001 4300000 11209 0.168304668304668 0.167657550535077
"459" "chr30" 4400001 4500000 7234 0.0188053097345133 0.0188053097345133
"486" "chr30" 4700001 4800000 5853 0.0178571428571429 0.0197368421052632
"495" "chr30" 4800001 4900000 6502 0.0715811965811966 0.064321608040201
"509" "chr30" 4900001 5000000 9504 0.15177065767285 0.160130718954248
"5113" "chr30" 5000001 5100000 9232 0.0712530712530712 0.0799507995079951
"758" "chr31" 600001 700000 7520 0.0542168674698795 0.0597243491577335
"840" "chr31" 700001 800000 10100 0.1181592039801 0.105691056910569
"940" "chr31" 800001 900000 8726 0.112790697674419 0.0822072072072072
"1120" "chr31" 1000001 1100000 6649 0.138820638820639 0.161125319693095
"1219" "chr31" 1100001 1200000 6827 0.0526315789473684 0.0546541417591802
"1312" "chr31" 1200001 1300000 14509 0.102013422818792 0.106901217861976
"1512" "chr31" 1400001 1500000 8293 0.620915032679739 0.706766917293233
"1613" "chr31" 1500001 1600000 7565 0.0674394099051633 0.0724206349206349
"1716" "chr31" 1600001 1700000 6045 0.0857142857142857 0.0885357548240636
"1816" "chr31" 1700001 1800000 5019 0.135573580533024 0.130285714285714
"2112" "chr31" 2000001 2100000 7072 0.0505415162454874 0.049469964664311
"2211" "chr31" 2100001 2200000 12528 0.109375 0.113964686998395
"238" "chr31" 2200001 2300000 6602 0.115618661257607 0.12020202020202
"249" "chr31" 2300001 2400000 6595 0.0668257756563246 0.0640279394644936
"2514" "chr31" 2400001 2500000 10410 0.0899887514060742 0.0886486486486487
"268" "chr31" 2500001 2600000 8636 0.053481331987891 0.0543374642516683
"288" "chr31" 2700001 2800000 7330 0.120253164556962 0.114583333333333
"3111" "chr31" 3000001 3100000 6113 0.0932868352223191 0.0816125860373648
"3215" "chr31" 3100001 3200000 5698 0.172003659652333 0.124444444444444
"3315" "chr31" 3200001 3300000 7860 0.0624380574826561 0.070506454816286
"3615" "chr31" 3500001 3600000 9199 0.037593984962406 0.0390848427073403
"3712" "chr31" 3600001 3700000 8333 0.195177956371986 0.199110122358176
"3815" "chr31" 3700001 3800000 6163 0.0315985130111524 0.0259965337954939
"398" "chr31" 3800001 3900000 6263 0.0653409090909091 0.0675925925925926
"4010" "chr31" 3900001 4000000 7762 0.0517412935323383 0.0602294455066922
"4111" "chr31" 4000001 4100000 6461 0.0617715617715618 0.0652680652680653
"448" "chr31" 4300001 4400000 5532 0.670184696569921 0.659003831417625
